1	16 
2	9 
3	18 
4	32 
5	24 
6	5 
7	5 
8	29 
9	29 
10	31 
11	32 
12	21 
13	17 
14	9 
15	22 
16	6 
17	12 
18	28 
19	13 
20	27 
21	9 
22	15 
23	31 
24	17 
25	7 
26	4 
27	12 
28	6 
29	22 
30	17 
31	30 
32	14 
33	18 
34	18 
35	17 
36	16 
37	11 
38	20 
39	28 
40	30 
41	3 
42	21 
43	7 
44	11 
45	8 
46	2 
47	12 
48	20 
49	9 
50	20 
51	9 
52	4 
53	14 
54	7 
55	6 
56	30 
57	26 
58	22 
59	4 
60	10 
61	10 
62	21 
63	32 
64	11 
65	11 
66	32 
67	8 
68	12 
69	29 
70	27 
71	4 
72	12 
73	32 
74	22 
75	11 
76	28 
77	17 
78	14 
79	32 
80	17 
81	7 
82	4 
83	18 
84	30 
85	27 
86	18 
87	28 
88	20 
89	2 
90	6 
91	10 
92	19 
93	28 
94	16 
95	14 
96	2 
97	25 
98	5 
99	23 
100	10 
101	31 
102	16 
103	5 
104	10 
105	8 
106	10 
107	3 
108	18 
109	29 
110	28 
111	14 
112	17 
113	10 
114	26 
115	25 
116	26 
117	31 
118	20 
119	16 
120	3 
121	17 
122	4 
123	22 
124	20 
125	19 
126	19 
127	9 
128	4 
129	21 
130	1 
131	30 
132	6 
133	11 
134	11 
135	18 
136	21 
137	24 
138	14 
139	30 
140	1 
141	27 
142	22 
143	8 
144	16 
145	20 
146	28 
147	32 
148	26 
149	7 
150	19 
151	11 
152	27 
153	28 
154	2 
155	26 
156	21 
157	2 
158	29 
159	27 
160	24 
161	30 
162	4 
163	13 
164	14 
165	18 
166	9 
167	26 
168	14 
169	24 
170	23 
171	23 
172	16 
173	15 
174	27 
175	22 
176	19 
177	9 
178	1 
179	8 
180	6 
181	1 
182	8 
183	20 
184	8 
185	26 
186	22 
187	11 
188	9 
189	3 
190	7 
191	11 
192	16 
193	27 
194	26 
195	23 
196	17 
197	26 
198	25 
199	1 
200	25 
201	13 
202	15 
203	27 
204	12 
205	22 
206	14 
207	16 
208	22 
209	32 
210	4 
211	16 
212	6 
213	28 
214	12 
215	22 
216	17 
217	8 
218	14 
219	16 
220	8 
221	23 
222	17 
223	1 
224	32 
225	24 
226	19 
227	5 
228	2 
229	8 
230	14 
231	6 
232	9 
233	11 
234	3 
235	6 
236	15 
237	1 
238	5 
239	22 
240	7 
241	15 
242	18 
243	31 
244	18 
245	11 
246	4 
247	2 
248	16 
249	12 
250	31 
251	32 
