1	36
1	94
1	102
1	219
1	647
1	941
1	954
2	14
2	49
2	51
2	127
2	188
2	232
2	1000
3	34
3	83
3	86
3	108
3	135
3	153
3	165
4	36
4	66
4	851
4	903
4	919
4	933
4	947
5	160
5	225
5	288
5	350
5	532
5	835
5	867
6	7
6	98
6	103
6	193
6	238
6	398
6	507
7	6
7	98
7	103
7	238
7	398
7	697
7	899
8	9
8	69
8	109
8	158
8	280
8	925
8	951
9	8
9	69
9	158
9	280
9	898
9	918
9	925
10	101
10	117
10	243
10	250
10	271
10	322
10	999
11	63
11	79
11	224
11	919
11	933
11	938
11	947
12	42
12	129
12	136
12	294
12	767
12	897
12	920
13	45
13	112
13	196
13	222
13	961
13	965
13	971
14	2
14	21
14	49
14	51
14	127
14	177
14	232
15	58
15	208
15	979
15	989
15	991
15	992
15	993
16	55
16	90
16	212
16	235
16	349
16	354
16	921
17	204
17	940
17	944
17	950
17	962
17	972
17	978
18	76
18	93
18	282
18	550
18	565
18	584
18	802
19	95
19	163
19	284
19	326
19	332
19	567
19	845
20	85
20	159
20	203
20	307
20	330
20	753
20	937
21	14
21	51
21	177
21	188
21	456
21	997
21	1000
22	173
22	202
22	236
22	263
22	369
22	747
22	787
23	258
23	322
23	981
23	983
23	986
23	987
23	999
24	30
24	121
24	273
24	795
24	961
24	971
24	975
25	43
25	54
25	81
25	115
25	269
25	969
25	980
26	162
26	210
26	759
26	821
26	823
26	833
26	853
27	47
27	68
27	72
27	188
27	308
27	972
27	978
28	180
28	231
28	391
28	803
28	809
28	896
28	921
29	74
29	136
29	215
29	984
29	991
29	992
29	993
30	24
30	121
30	273
30	347
30	965
30	971
30	975
31	56
31	84
31	93
31	131
31	394
31	914
31	939
32	448
32	973
32	977
32	982
32	990
32	996
32	998
33	242
33	244
33	451
33	469
33	926
33	931
33	932
34	3
34	83
34	86
34	108
34	135
34	165
34	930
35	62
35	80
35	917
35	961
35	965
35	971
35	975
36	1
36	4
36	102
36	119
36	219
36	936
36	954
37	44
37	134
37	191
37	494
37	749
37	789
37	814
38	88
38	118
38	124
38	625
38	806
38	818
38	826
39	76
39	93
39	146
39	415
39	754
39	764
39	802
40	70
40	139
40	268
40	301
40	888
40	914
40	939
41	107
41	120
41	286
41	829
41	955
41	963
41	968
42	12
42	129
42	136
42	156
42	294
42	899
42	920
43	25
43	54
43	81
43	99
43	269
43	969
43	980
44	37
44	134
44	191
44	671
44	749
44	789
44	814
45	13
45	67
45	105
45	220
45	834
45	837
45	854
46	452
46	468
46	519
46	796
46	824
46	830
46	875
47	27
47	68
47	72
47	308
47	586
47	972
47	978
48	64
48	145
48	183
48	744
48	806
48	818
48	826
49	2
49	14
49	51
49	127
49	232
49	723
49	1000
50	617
50	665
50	743
50	744
50	806
50	818
50	826
51	2
51	14
51	21
51	49
51	127
51	232
51	324
52	59
52	71
52	82
52	441
52	823
52	833
52	853
53	490
53	973
53	982
53	994
53	995
53	996
53	998
