1	19 
2	18 
3	17 
4	3 
5	14 
6	18 
7	2 
8	20 
9	7 
10	7 
11	1 
12	2 
13	15 
14	12 
15	18 
16	3 
17	1 
18	19 
19	13 
20	2 
21	8 
22	10 
23	2 
24	17 
25	11 
26	6 
27	2 
28	20 
29	16 
30	13 
31	8 
32	6 
33	10 
34	2 
35	4 
36	18 
37	10 
38	2 
39	1 
40	3 
41	8 
42	4 
43	19 
44	3 
45	5 
46	10 
47	3 
48	10 
49	14 
50	6 
51	5 
52	18 
53	15 
54	6 
55	8 
56	17 
57	2 
58	14 
59	6 
60	3 
61	14 
62	8 
63	7 
64	12 
65	16 
66	15 
67	9 
68	18 
69	6 
70	8 
71	20 
72	1 
73	3 
74	12 
75	1 
76	7 
77	2 
78	18 
79	10 
80	10 
81	15 
82	20 
83	11 
84	16 
85	18 
86	8 
87	1 
88	5 
89	20 
90	5 
91	13 
92	7 
93	1 
94	15 
95	7 
96	5 
97	10 
98	10 
99	4 
100	9 
101	2 
102	10 
103	13 
104	7 
105	8 
106	5 
107	6 
108	3 
109	18 
110	4 
111	10 
112	7 
113	18 
114	6 
115	5 
116	13 
117	16 
118	2 
119	5 
120	9 
121	5 
122	5 
123	18 
124	14 
125	6 
126	11 
127	15 
128	18 
129	20 
130	3 
131	7 
132	7 
133	2 
134	4 
135	11 
136	13 
137	7 
138	1 
139	2 
140	4 
141	20 
142	8 
143	7 
144	6 
145	6 
146	9 
147	9 
148	17 
149	19 
150	14 
151	9 
152	9 
153	9 
154	2 
155	20 
156	16 
157	6 
158	20 
159	7 
160	12 
161	1 
162	18 
163	8 
164	10 
165	15 
166	20 
167	18 
168	6 
169	14 
170	17 
171	1 
172	8 
173	10 
174	8 
175	9 
176	18 
177	2 
178	6 
179	7 
180	15 
181	10 
182	12 
183	7 
184	2 
185	3 
186	9 
187	7 
188	6 
189	17 
190	17 
191	14 
192	9 
193	6 
194	19 
195	4 
196	6 
197	14 
198	15 
199	11 
200	3 
201	6 
202	8 
203	7 
204	10 
205	11 
206	5 
207	8 
208	10 
209	13 
210	10 
211	14 
212	5 
213	10 
214	13 
215	10 
216	19 
217	7 
218	19 
219	6 
220	14 
221	7 
222	2 
223	16 
224	19 
225	1 
226	15 
227	17 
228	15 
229	1 
230	5 
231	6 
232	10 
233	8 
234	14 
235	2 
236	5 
237	19 
238	9 
239	12 
240	15 
241	18 
242	3 
243	8 
244	15 
245	1 
246	3 
247	14 
248	13 
249	10 
250	2 
251	15 
252	15 
253	20 
254	13 
255	5 
256	15 
257	7 
258	19 
259	2 
260	5 
261	1 
262	16 
263	18 
264	1 
265	17 
266	14 
267	13 
268	15 
269	14 
270	18 
271	15 
272	6 
273	6 
274	7 
275	4 
276	15 
277	20 
278	10 
279	20 
280	1 
281	4 
282	6 
283	9 
284	17 
285	20 
286	5 
287	9 
288	19 
289	11 
290	14 
291	8 
292	1 
293	16 
294	5 
295	7 
296	4 
297	17 
298	16 
299	5 
300	13 
301	6 
302	7 
303	18 
304	9 
305	10 
306	11 
307	9 
308	7 
309	7 
310	19 
311	20 
312	20 
313	14 
314	6 
315	1 
316	19 
317	4 
318	12 
319	5 
320	10 
321	13 
322	6 
323	15 
324	7 
325	7 
326	8 
327	2 
328	7 
329	15 
330	1 
331	9 
332	14 
333	6 
334	7 
335	6 
336	10 
337	8 
338	18 
339	11 
340	18 
341	6 
342	12 
343	15 
344	10 
345	18 
346	10 
347	18 
348	8 
349	5 
350	3 
351	18 
352	6 
353	5 
354	3 
355	6 
356	14 
357	19 
358	3 
359	8 
360	19 
361	16 
362	7 
363	3 
364	17 
365	8 
366	4 
367	10 
368	11 
369	17 
370	8 
371	6 
372	17 
373	4 
374	14 
375	20 
376	15 
377	7 
378	9 
379	7 
380	16 
381	13 
382	19 
383	18 
384	18 
385	19 
386	10 
387	9 
388	7 
389	2 
390	20 
391	10 
392	9 
393	3 
394	12 
395	15 
396	6 
397	2 
398	10 
399	2 
400	5 
401	5 
402	8 
403	2 
404	17 
405	8 
406	7 
407	8 
408	15 
409	14 
410	15 
411	4 
412	14 
413	13 
414	9 
415	13 
416	12 
417	2 
418	14 
419	4 
420	18 
421	6 
422	13 
423	13 
424	14 
425	2 
426	14 
427	18 
428	13 
429	5 
430	8 
431	9 
432	4 
433	6 
434	14 
435	14 
436	3 
437	10 
438	14 
439	13 
440	1 
441	14 
442	15 
443	13 
444	14 
445	2 
446	3 
447	10 
448	1 
449	13 
450	16 
451	18 
452	19 
453	10 
454	9 
455	16 
456	4 
457	1 
458	3 
459	9 
460	11 
461	5 
462	3 
463	6 
464	7 
465	10 
466	3 
467	7 
468	8 
469	17 
470	10 
471	11 
472	11 
473	6 
474	9 
475	6 
476	10 
477	16 
478	4 
479	10 
480	12 
481	15 
482	5 
483	18 
484	7 
485	12 
486	17 
487	14 
488	19 
489	10 
490	18 
491	15 
492	5 
493	7 
494	18 
495	4 
496	12 
497	9 
498	9 
499	1 
500	17 
501	8 
502	16 
503	6 
504	14 
505	17 
506	20 
507	2 
508	15 
509	18 
510	3 
511	19 
512	20 
513	16 
514	12 
515	16 
516	1 
517	13 
518	8 
519	7 
520	9 
521	20 
522	7 
523	15 
524	11 
525	6 
526	8 
527	19 
528	20 
529	15 
530	1 
531	8 
532	3 
533	7 
534	8 
535	17 
536	15 
537	4 
538	9 
539	13 
540	12 
541	17 
542	17 
543	14 
544	14 
545	6 
546	18 
547	14 
548	20 
549	3 
550	8 
551	2 
552	7 
553	5 
554	14 
555	3 
556	19 
557	5 
558	7 
559	7 
560	1 
561	20 
562	2 
563	19 
564	7 
565	9 
566	7 
567	15 
568	14 
569	7 
570	9 
571	4 
572	4 
573	10 
574	2 
575	2 
576	9 
577	2 
578	18 
579	9 
580	17 
581	16 
582	12 
583	10 
584	7 
585	15 
586	8 
587	6 
588	18 
589	6 
590	5 
591	19 
592	15 
593	6 
594	8 
595	13 
596	10 
597	6 
598	1 
599	7 
600	9 
601	10 
602	6 
603	20 
604	18 
605	9 
606	13 
607	17 
608	8 
609	19 
610	9 
611	19 
612	11 
613	7 
614	8 
615	18 
616	15 
617	16 
618	5 
619	11 
620	6 
621	19 
622	3 
623	6 
624	20 
625	11 
626	11 
627	11 
628	2 
629	5 
630	7 
631	6 
632	15 
633	9 
634	7 
635	18 
636	14 
637	5 
638	1 
639	13 
640	16 
641	4 
642	15 
643	18 
644	20 
645	6 
646	13 
647	12 
648	17 
649	13 
650	4 
651	8 
652	11 
653	14 
654	8 
655	6 
656	18 
657	6 
658	6 
659	11 
660	6 
661	11 
662	6 
663	7 
664	7 
665	3 
666	19 
667	11 
668	17 
669	5 
670	15 
671	1 
672	7 
673	6 
674	16 
675	6 
676	8 
677	8 
678	6 
679	8 
680	12 
681	14 
682	9 
683	7 
684	7 
685	18 
686	5 
687	9 
688	6 
689	14 
690	11 
691	9 
692	8 
693	4 
694	17 
695	6 
696	2 
697	3 
698	6 
699	18 
700	17 
701	11 
702	20 
703	17 
704	18 
705	6 
706	4 
707	19 
708	8 
709	2 
710	4 
711	7 
712	10 
713	10 
714	8 
715	8 
716	7 
717	11 
718	14 
719	13 
720	1 
721	14 
722	8 
723	15 
724	17 
725	7 
726	20 
727	2 
728	2 
729	6 
730	15 
731	10 
732	3 
733	19 
734	6 
735	5 
736	10 
737	6 
738	6 
739	4 
740	2 
741	6 
742	2 
743	12 
744	9 
745	13 
746	18 
747	7 
748	2 
749	6 
750	6 
751	18 
752	3 
753	18 
754	15 
755	10 
756	15 
757	6 
758	20 
759	3 
760	20 
761	12 
762	8 
763	3 
764	17 
765	20 
766	17 
767	19 
768	8 
769	19 
770	19 
771	18 
772	8 
773	11 
774	11 
775	13 
776	13 
777	12 
778	16 
779	20 
780	7 
781	9 
782	8 
783	17 
784	1 
785	5 
786	19 
787	8 
788	4 
789	19 
790	14 
791	2 
792	9 
793	7 
794	11 
795	9 
796	7 
797	17 
798	2 
799	14 
800	5 
801	16 
802	15 
803	11 
804	12 
805	2 
806	15 
807	13 
808	7 
809	6 
810	15 
811	3 
812	6 
813	18 
814	19 
815	9 
816	3 
817	14 
818	7 
819	10 
820	10 
821	1 
822	7 
823	20 
824	8 
825	9 
826	13 
827	8 
828	13 
829	20 
830	6 
831	2 
832	9 
833	13 
834	5 
835	1 
836	12 
837	3 
838	7 
839	5 
840	6 
841	10 
842	10 
843	17 
844	12 
845	20 
846	6 
847	17 
